Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
1,0,2003-04,HI 297,297,,,,,2005-01-15,0,0,HI 297,"First reading, referred to Technology, Telecommunications & Energy.",0,H TechEnCom,0,0,2005-01-15,,0,,House,5592,,0,0,0,0,Hazardous waste sites,Initiative,I,(People of the State of Washington),0,0
0,0,2003-04,HB 1000,1000,,2003-04,SB 5078,SRules X,2003-03-11,0,0,HB 1000,1st substitute bill substituted.,0,H subst for,0,0,2003-01-13,AN ACT Relating to metropolitan municipal corporations;,0,Regulating the authority of metropolitan municipal corporations to acquire property.,House,7240,H-0282.1,0,0,0,0,Metropolitan municipal corps,Bill,B,(Sullivan),0,0
1,0,2003-04,ESHB 1000,1000,,,,,2004-03-11,0,1,ESHB 1000,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,1,2003-02-27,AN ACT Relating to metropolitan municipal corporations;,0,Regulating the authority of metropolitan municipal corporations to acquire property.,House,7240,H-2111.1,0,0,0,0,Metropolitan municipal corps,Bill,B,(Sullivan),0,1
0,0,2003-04,HB 1001,1001,,,,,2003-02-05,0,0,HB 1001,1st substitute bill substituted.,0,H subst for,0,0,2003-01-13,AN ACT Relating to voyeurism;,1,Revising voyeurism laws.,House,2159,H-0400.1,0,0,0,0,Voyeurism,Bill,B,(Lantz),1,0
1,0,2003-04,ESHB 1001,1001,,,,,2003-05-12,1,1,ESHB 1001,Effective date 5/12/2003.,0,C 213 L 03,0,1,2003-01-20,AN ACT Relating to voyeurism;,0,Revising voyeurism laws.,House,2159,H-0732.3,0,0,0,0,Voyeurism,Bill,B,(Lantz),0,1
0,0,2003-04,HB 1002,1002,,2003-04,SB 5124,SNatRes/Ene/W,2003-02-26,0,0,HB 1002,1st substitute bill substituted.,0,H subst for,0,0,2003-01-13,AN ACT Relating to mercury reduction and education;,0,Reducing the release of mercury into the environment.,House,5155,H-0373.1,0,0,0,0,Mercury,Bill,B,(Hunt),1,0
1,0,2003-04,ESHB 1002,1002,,,,,2003-05-14,1,1,ESHB 1002,Effective date 7/27/2003.,1,C 260 L 03,0,1,2003-02-11,AN ACT Relating to mercury reduction and education;,0,Reducing the release of mercury into the environment.,House,5155,H-1538.1,0,0,0,0,Mercury,Bill,B,(Hunt),1,1
0,0,2003-04,HB 1003,1003,,,,,2003-03-15,0,0,HB 1003,2nd substitute bill substituted.,0,H subst for,0,0,2003-01-13,AN ACT Relating to investing in technology and biotechnical research and technology transfer;,0,Creating the research and technology transfer commission.,House,2144,H-0087.2,0,0,0,0,Research/technology comm,Bill,B,(Morris),0,0
0,0,2003-04,SHB 1003,1003,,,,,2003-03-15,0,0,SHB 1003,2nd substitute bill substituted.,0,H subst for,0,0,2003-02-21,AN ACT Relating to investing in technology and biotechnical research and technology transfer;,0,Creating the research and technology transfer commission.,House,2144,H-1815.1,0,0,0,0,Research/technology comm,Bill,B,(Morris),1,1
1,0,2003-04,2SHB 1003,1003,,,,,2003-05-20,1,1,2SHB 1003,Effective date 7/27/2003.,1,C 403 L 03,0,0,2003-03-06,AN ACT Relating to investing in technology and biotechnical research and technology transfer;,0,Creating the research and technology transfer commission.  (REVISED FOR PASSED LEGISLATURE:  Establishing the investing in innovation grants program.),House,2144,H-2344.1,0,0,0,0,Research/technology comm,Bill,B,WAYS(Morris),0,2
1,0,2003-04,HB 1004,1004,,,,,2004-01-12,0,0,HB 1004,"By resolution, reintroduced and retained in present status.",0,"H Technology,",0,0,2003-01-13,AN ACT Relating to energy;,1,Changing gas and electricity tax provisions.,House,2144,H-0066.2,0,0,0,0,Gas & electricity taxes,Bill,B,(Morris),1,0
0,0,2003-04,HB 1005,1005,,,,,2003-03-12,0,0,HB 1005,1st substitute bill substituted.,0,H subst for,0,0,2003-01-13,AN ACT Relating to the joint task force on long-term energy supply;,0,Creating the joint task force on long-term energy supply.,House,2144,H-0143.1,0,0,0,0,Long-term energy supply,Bill,B,(Morris),0,0
1,0,2003-04,ESHB 1005,1005,,,,,2004-03-11,0,1,ESHB 1005,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,1,2003-02-07,AN ACT Relating to the joint task force on long-term energy supply;,0,Creating the joint task force on long-term energy supply.,House,2144,H-1390.1,0,0,0,0,Long-term energy supply,Bill,B,(Morris),1,1
1,0,2003-04,HB 1006,1006,,2003-04,SB 5632,Gov vetoed,2004-01-12,0,0,HB 1006,"By resolution, reintroduced and retained in present status.",0,"H Technology,",0,0,2003-01-13,AN ACT Relating to utility relocation costs;,0,Regarding utility relocation costs.,House,2144,H-0168.1,0,0,0,0,Utility relocation costs,Bill,B,(Morris),0,0
1,0,2003-04,HB 1007,1007,,,,,2004-01-12,0,0,HB 1007,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,2003-01-13,AN ACT Relating to a permitting bill of rights;,1,Establishing a permitting bill of rights.,House,2144,H-0167.1,0,0,0,0,Permitting bill of rights,Bill,B,(Morris),1,0
1,0,2003-04,SHB 1007,1007,,,,,2004-01-12,0,0,SHB 1007,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,2003-03-04,AN ACT Relating to a permitting bill of rights;,1,Establishing a permitting bill of rights.,House,2144,H-1982.3,0,0,0,0,Permitting bill of rights,Bill,B,(Morris),1,1
1,0,2003-04,HB 1008,1008,,,,,2004-01-12,0,0,HB 1008,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-13,AN ACT Relating to the creation of a license plate emblem to benefit orca whale research;,0,Creating a license plate emblem to benefit orca whale research.,House,2144,H-0171.1,0,0,0,0,Orca whale license plate,Bill,B,(Morris),0,0
0,0,2003-04,HB 1009,1009,,,,,2003-03-18,0,0,HB 1009,1st substitute bill substituted.,0,H subst for,0,0,2003-01-13,AN ACT Relating to video and computer games depicting violence against public law enforcement officers;,0,Prohibiting sale of violent computer and video games to minors.,House,1570,H-0362.1,0,0,0,0,Violent video/computer games,Bill,B,(Dickerson),0,0
1,0,2003-04,ESHB 1009,1009,,,,,2003-05-20,0,1,ESHB 1009,Effective date 7/27/2003.,0,C 365 L 03,0,1,2003-01-30,AN ACT Relating to video and computer games depicting violence against public law enforcement officers;,0,Prohibiting sale of violent computer and video games to minors.,House,1570,H-1194.1,0,0,0,0,Violent video/computer games,Bill,B,(Dickerson),0,1
1,0,2003-04,EHB 1010,1010,,,,,2003-05-07,0,1,EHB 1010,Effective date 7/27/2003.,0,C 106 L 03,0,1,2003-01-13,AN ACT Relating to discharge of a minor from a mental health facility;,1,Changing provisions relating to discharge of a minor from a mental health facility.,House,1570,H-0201.1,0,0,0,0,Mental hlth facility/minors,Bill,B,(Dickerson),1,0
1,0,2003-04,HB 1011,1011,,2003-04,SSB 5355,SRules X,2004-01-12,0,0,HB 1011,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2003-01-13,AN ACT Relating to prohibiting the use of voluntary intoxication as a defense against a criminal charge;,0,Prohibiting the use of intoxication as a defense.,House,2158,H-0096.1,0,0,0,0,Intoxication as a defense,Bill,B,(Bush),0,0
0,0,2003-04,HB 1012,1012,,,,,2003-02-10,0,0,HB 1012,1st substitute bill substituted.,0,H subst for,0,0,2003-01-13,AN ACT Relating to residential landlord-tenant relationships;,0,Regarding residential landlord-tenant relationships.,House,2158,H-0203.1,0,0,0,0,Residential landlord-tenant,Bill,B,(Bush),0,0
1,0,2003-04,SHB 1012,1012,,,,,2004-03-11,0,1,SHB 1012,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,0,2003-01-31,AN ACT Relating to residential landlord-tenant relationships;,0,Regarding residential landlord-tenant relationships.,House,2158,H-1235.1,0,0,0,0,Residential landlord-tenant,Bill,B,(Bush),0,1
0,0,2003-04,HB 1013,1013,,,,,2003-03-03,0,0,HB 1013,1st substitute bill substituted.,0,H subst for,0,0,2003-01-13,AN ACT Relating to the utilities and transportation commission;,0,Requiring a performance audit of the utilities and transportation commission.,House,2144,H-0169.1,0,0,0,0,Utilities & trans commission,Bill,B,(Morris),1,0
1,0,2003-04,ESHB 1013,1013,,,,,2004-03-11,0,1,ESHB 1013,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,1,2003-01-22,AN ACT Relating to the utilities and transportation commission;,0,Requiring a performance audit of the utilities and transportation commission.,House,2144,H-0941.2,0,0,0,0,Utilities & trans commission,Bill,B,(Morris),1,1
1,0,2003-04,HB 1014,1014,,,,,2004-01-12,0,0,HB 1014,"By resolution, reintroduced and retained in present status.",0,H State Govt,0,0,2003-01-13,AN ACT Relating to paper size of initiative and referendum petitions;,0,Allowing initiative and referendum petitions on 8 1/2 by 11 paper.,House,7671,H-0150.1,0,0,0,0,Initiative & referendum,Bill,B,(Nixon),0,0
1,0,2003-04,HB 1015,1015,,,,,2004-01-12,0,0,HB 1015,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-13,AN ACT Relating to safety rest areas;,0,Establishing a joint safety rest area demonstration project.,House,7671,H-0152.1,0,0,0,0,Rest area demo project,Bill,B,(Nixon),1,0
1,0,2003-04,HB 1016,1016,,,,,2004-01-12,0,0,HB 1016,"By resolution, reintroduced and retained in present status.",0,H Rules X,0,0,2003-01-13,AN ACT Relating to the revocation of juvenile driving privileges;,1,Revising driving privileges for juveniles convicted of motor vehicle felonies.,House,7671,H-0144.1,0,0,0,0,Juvenile driving privileges,Bill,B,(Nixon),1,0
1,0,2003-04,SHB 1016,1016,,,,,2004-01-12,0,0,SHB 1016,"By resolution, reintroduced and retained in present status.",0,H Rules X,0,0,2003-02-20,AN ACT Relating to the revocation of juvenile driving privileges;,0,Revising driving privileges for juveniles convicted of motor vehicle felonies.,House,7671,H-1888.1,0,0,0,0,Juvenile driving privileges,Bill,B,(Nixon),0,1
1,0,2003-04,HB 1017,1017,,,,,2004-01-12,0,0,HB 1017,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-13,"AN ACT Relating to covering loads of dirt, sand, and gravel;",0,Requiring gravel trucks to be covered.,House,7671,H-0154.1,0,0,0,0,Covering truck loads,Bill,B,(Nixon),0,0
1,0,2003-04,HB 1018,1018,,,,,2004-01-12,0,0,HB 1018,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,2003-01-13,AN ACT Relating to use tax on motor homes;,0,Exempting from use tax motor homes brought in by nonresidents.,House,7671,H-0157.1,0,0,0,0,Use tax on motor homes,Bill,B,(Nixon),0,0
0,0,2003-04,HB 1019,1019,,,,,2003-02-10,0,0,HB 1019,1st substitute bill substituted.,0,H subst for,0,0,2003-01-13,AN ACT Relating to protection of identification of persons who pay tolls electronically;,0,Protecting the identity of electronic toll payers.,House,7671,H-0149.1,0,0,0,0,Electronic toll payers,Bill,B,(Nixon),0,0
0,0,2003-04,SHB 1019,1019,,,,,2004-02-11,0,0,SHB 1019,2nd substitute bill substituted.,0,H subst for,0,0,2003-01-24,AN ACT Relating to protection of identification of persons who pay tolls electronically;,0,Protecting the identity of electronic toll payers.,House,7671,H-0974.1,0,0,0,0,Electronic toll payers,Bill,B,(Nixon),0,1
1,0,2003-04,E2SHB 1019,1019,,,,,2004-03-11,0,1,E2SHB 1019,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,1,2004-01-22,AN ACT Relating to protection of identification of persons who pay tolls electronically;,0,Protecting identification of persons who pay tolls electronically.,House,7671,H-3994.1,0,0,0,0,Electronic toll payers,Bill,B,(Nixon),0,2
1,0,2003-04,HB 1020,1020,,,,,2004-01-12,0,0,HB 1020,"By resolution, reintroduced and retained in present status.",0,H Commerce/Lab,0,0,2003-01-13,AN ACT Relating to perfecting certain time periods under chapter 50.32 RCW;,0,Calculating unemployment compensation time periods.,House,7671,H-0225.1,0,0,0,0,Unemployment compensation,Bill,B,(Nixon),0,0
0,0,2003-04,HB 1021,1021,,,,,2003-02-10,0,0,HB 1021,1st substitute bill substituted.,0,H subst for,0,0,2003-01-13,AN ACT Relating to inspection of political candidates' contributions and expenditures;,0,Eliminating drop-in inspections of campaign accounts.,House,7671,H-0151.1,0,0,0,0,Campaign account inspections,Bill,B,(Nixon),1,0
1,0,2003-04,SHB 1021,1021,,,,,2004-03-11,0,0,SHB 1021,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,0,2003-01-24,AN ACT Relating to inspection of political candidates' contributions and expenditures;,0,Eliminating drop-in inspections of campaign accounts.,House,7671,H-1036.1,0,0,0,0,Campaign account inspections,Bill,B,(Nixon),0,1
1,0,2003-04,HB 1022,1022,,,,,2004-01-12,0,0,HB 1022,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2003-01-13,AN ACT Relating to establishing prosecutors pro tem;,0,Establishing prosecutors pro tem.,House,7671,H-0186.1,0,0,0,0,Prosecutors pro tem,Bill,B,(Nixon),0,0
1,0,2003-04,HB 1023,1023,,,,,2004-01-12,0,0,HB 1023,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,2003-01-13,AN ACT Relating to interest and penalties on delinquent property taxes;,1,Modifying interest and penalties on delinquent property taxes.,House,7671,H-0196.1,0,0,0,0,Delinquent property tax,Bill,B,(Nixon),1,0
1,0,2003-04,HB 1024,1024,,,,,2004-01-12,0,0,HB 1024,"By resolution, reintroduced and retained in present status.",0,H Fish Eco & P,0,0,2003-01-13,AN ACT Relating to waterbody-specific recreational fishing rules;,0,Authorizing the fish and wildlife commission to adopt freshwater-specific rules.,House,7671,H-0140.1,0,0,0,0,Recreational fishing rules,Bill,B,(Nixon),1,0
1,0,2003-04,HB 1025,1025,,,,,2004-01-12,0,0,HB 1025,"By resolution, reintroduced and retained in present status.",0,H Fish Eco & P,0,0,2003-01-13,AN ACT Relating to hunting and fishing;,0,Allowing certain first-time hunting and fishing violations to be treated as natural resource infractions.,House,7671,H-0141.2,0,0,0,0,Hunting & fishing violations,Bill,B,(Nixon),0,0
1,0,2003-04,HB 1026,1026,,,,,2004-01-12,0,0,HB 1026,"By resolution, reintroduced and retained in present status.",0,H Commerce/Lab,0,0,2003-01-13,AN ACT Relating to the privatization of the state's retail and wholesale liquor sales;,1,Privatizing retail and wholesale liquor sales.,House,7671,H-0061.1,0,0,0,0,Privatizing liquor sales,Bill,B,(Nixon),1,0
1,0,2003-04,HB 1027,1027,,,,,2004-01-12,0,0,HB 1027,"By resolution, reintroduced and retained in present status.",0,H Child & Fam,0,0,2003-01-13,AN ACT Relating to services available to WorkFirst recipients;,0,Describing services available to WorkFirst recipients.,House,7671,H-0293.1,0,0,0,0,WorkFirst,Bill,B,(Nixon),1,0
0,0,2003-04,HB 1028,1028,,,,,2003-02-14,0,0,HB 1028,1st substitute bill substituted.,0,H subst for,0,0,2003-01-13,AN ACT Relating to a study by the institute for public policy to create a system to encourage investment in proven intervention and prevention programs for at-risk youth;,0,Studying programs for at-risk youth intervention.,House,1570,H-0357.1,0,0,0,0,At-risk youth study,Bill,B,(Dickerson),1,0
1,0,2003-04,SHB 1028,1028,,,,,2003-05-14,1,1,SHB 1028,Effective date 7/27/2003.,0,C 285 L 03,0,0,2003-01-30,AN ACT Relating to a study of proven intervention and prevention programs for at-risk youth;,0,Studying programs for at-risk youth intervention.  (REVISED FOR PASSED LEGISLATURE:  Authorizing research to identify programs proven effective at preserving families and reducing crime committed by youth.),House,1570,H-1196.1,0,0,0,0,At-risk youth study,Bill,B,(Dickerson),1,1
1,0,2003-04,HB 1029,1029,,,,,2004-01-12,0,0,HB 1029,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,2003-01-13,AN ACT Relating to property tax relief for senior citizens and persons retired because of physical disability;,1,Providing property tax relief for senior citizens and persons retired because of physical disability.,House,1887,H-0385.1,0,0,0,0,Seniors/disabled prprty tax,Bill,B,(McDonald),1,0
1,0,2003-04,HB 1030,1030,,,,,2004-01-12,0,0,HB 1030,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2003-01-13,AN ACT Relating to voyeurism;,0,Revising voyeurism laws.,House,1887,H-0414.1,0,0,0,0,Voyeurism,Bill,B,(McDonald),0,0
0,0,2003-04,HB 1031,1031,,,,,2003-03-06,0,0,HB 1031,1st substitute bill substituted.,0,H subst for,0,0,2003-01-13,AN ACT Relating to payment of traffic infraction and misdemeanor penalties;,0,Revising rules for payment of traffic infraction and misdemeanor penalties.,House,3476,H-0453.1,0,0,0,0,Traffic infraction payment,Bill,B,(Lovick),1,0
1,0,2003-04,SHB 1031,1031,,,,,2004-03-11,0,1,SHB 1031,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,0,2003-02-25,AN ACT Relating to payment of traffic infraction and misdemeanor penalties;,1,Revising rules for payment of traffic infraction and misdemeanor penalties.,House,3476,H-2048.1,0,0,0,0,Traffic infraction payment,Bill,B,(Lovick),1,1
1,0,2003-04,HB 1032,1032,,2003-04,SB 5363,C 150 L 03,2004-01-14,0,0,HB 1032,"House Rules ""X"" file.",0,H Rules X,0,0,2003-01-13,AN ACT Relating to funding for the community economic revitalization board;,0,Providing an ongoing funding source for the community economic revitalization board's financial assistance programs.,House,661,Z-0379.1,0,0,1,0,Economic revitalization brd,Bill,B,(Veloria),1,0
0,0,2003-04,HB 1033,1033,,,,,2003-02-12,0,0,HB 1033,1st substitute bill substituted.,0,H subst for,0,0,2003-01-13,AN ACT Relating to clarifying the restrictions concerning occupational licenses;,0,Clarifying the restrictions concerning occupational licenses.,House,5154,H-0454.1,0,0,0,0,Occupational licenses,Bill,B,(Kirby),1,0
1,0,2003-04,ESHB 1033,1033,,,,,2003-05-20,1,1,ESHB 1033,Governor vetoed.,0,Gov vetoed,1,1,2003-01-24,AN ACT Relating to driver's licenses;,0,Clarifying the restrictions concerning occupational licenses.,House,5154,H-1054.1,0,0,0,0,Occupational licenses,Bill,B,(Kirby),1,1
1,0,2003-04,HB 1034,1034,,,,,2004-01-12,0,0,HB 1034,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,2003-01-13,AN ACT Relating to technology product development incentives;,1,Providing technology product development tax incentives.,House,2144,H-0138.4,0,0,0,0,Technology development,Bill,B,(Morris),1,0
1,0,2003-04,SHB 1034,1034,,,,,2004-01-12,0,0,SHB 1034,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,2003-02-25,AN ACT Relating to technology product development incentives;,0,Modifying research and development tax incentive provisions.,House,2144,H-1971.1,0,0,0,0,Technology development,Bill,B,(Morris),0,1
1,0,2003-04,HB 1035,1035,,,,,2004-01-12,0,0,HB 1035,"By resolution, reintroduced and retained in present status.",0,H Trade/Ec Dev,0,0,2003-01-13,AN ACT Relating to authorizing a business and occupation tax credit for corporations establishing headquarters in this state;,0,Authorizing a business and occupation tax credit for corporations establishing headquarters in this state.,House,2144,H-0088.3,0,0,0,0,Corporations/b&o tax credits,Bill,B,(Morris),1,0
0,0,2003-04,HB 1036,1036,,2003-04,SB 5246,SRules X,2003-02-24,0,0,HB 1036,1st substitute bill substituted.,0,H subst for,0,0,2003-01-13,AN ACT Relating to department of licensing agent and subagent provisions;,0,Modifying subagent authority to process mail-in vehicle registration renewals.,House,173,H-0009.3,0,0,0,0,Mail-in vehicle registration,Bill,B,(Hatfield),1,0
1,0,2003-04,SHB 1036,1036,,,,,2003-05-20,1,1,SHB 1036,Effective date 10/1/2003.,0,C 369 L 03,0,0,2003-02-13,AN ACT Relating to department of licensing agent and subagent provisions;,0,Modifying subagent authority to process mail-in vehicle registration renewals.,House,173,H-1669.1,0,0,0,0,Mail-in vehicle registration,Bill,B,(Hatfield),0,1
1,0,2003-04,EHB 1037,1037,,,,,2003-05-07,0,1,EHB 1037,Effective date 5/7/2003.,0,C 120 L 03,0,1,2003-01-13,AN ACT Relating to exempting retail sales of food and beverages from the litter tax that are consumed indoors on the seller's premises;,0,Exempting retail sales of food and beverages from the litter tax that are consumed indoors on the seller's premises.,House,1381,H-0224.1,0,0,0,0,Litter tax/food & beverages,Bill,B,(Gombosky),1,0
1,0,2003-04,HB 1038,1038,,,,,2004-01-12,0,0,HB 1038,"By resolution, reintroduced and retained in present status.",0,H Fin Inst/Ins,0,0,2003-01-13,AN ACT Relating to insurance for victims of malicious harassment;,0,Prohibiting insurers from canceling policies due to claims made for malicious harassment.,House,5157,H-0294.1,0,0,0,0,Malicious harassment,Bill,B,"(Simpson, G.)",0,0
1,0,2003-04,HB 1039,1039,,,,,2004-02-06,0,0,HB 1039,Passed to Rules Committee for second reading.,0,H Rules R,0,0,2003-01-13,AN ACT Relating to vesting of short subdivisions;,0,Revising rules for vesting of short subdivisions.,House,5157,H-0396.1,0,0,0,0,Short subdivisions,Bill,B,"(Simpson, G.)",0,0
1,0,2003-04,SHB 1039,1039,,,,,2004-02-06,0,1,SHB 1039,Passed to Rules Committee for second reading.,0,H Rules R,0,0,2004-02-04,AN ACT Relating to vesting of short subdivisions;,0,Revising rules for vesting of short subdivisions.,House,5157,H-4218.2,0,0,0,0,Short subdivisions,Bill,B,"(Simpson, G.)",0,1
1,0,2003-04,HB 1040,1040,,,,,2004-01-12,0,0,HB 1040,"By resolution, reintroduced and retained in present status.",0,H Rules X,0,0,2003-01-13,AN ACT Relating to removing the statute of limitations on childhood sexual abuse civil cases;,0,Removing the statute of limitations on childhood sexual abuse civil cases.,House,2149,H-0324.1,0,0,0,0,Childhood sexual abuse,Bill,B,(O'Brien),0,0
1,0,2003-04,SHB 1040,1040,,,,,2004-01-12,0,0,SHB 1040,"By resolution, reintroduced and retained in present status.",0,H Rules X,0,0,2003-02-25,AN ACT Relating to removing the statute of limitations on childhood sexual abuse civil cases;,0,Removing the statute of limitations on childhood sexual abuse civil cases.,House,2149,H-2050.1,0,0,0,0,Childhood sexual abuse,Bill,B,(O'Brien),0,1
0,0,2003-04,HB 1041,1041,,2003-04,SB 5223,Ssubst for,2003-03-14,0,0,HB 1041,1st substitute bill substituted.,0,H subst for,0,0,2003-01-14,AN ACT Relating to mental health advance directives;,1,Authorizing mental health advance directives.,House,2159,H-0297.2,0,0,0,0,Mental health adv directives,Bill,B,(Lantz),1,0
1,0,2003-04,SHB 1041,1041,,,,,2004-01-14,0,1,SHB 1041,"House Rules ""X"" file.",0,H Rules X,0,0,2003-02-25,AN ACT Relating to mental health advance directives;,1,Authorizing mental health advance directives.,House,2159,H-1664.1,0,0,0,0,Mental health adv directives,Bill,B,(Lantz),1,1
1,0,2003-04,HB 1042,1042,,,,,2004-01-12,0,0,HB 1042,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,2003-01-14,"AN ACT Relating to increasing certain business and occupation tax credit, exemption, and filing threshold amounts;",0,"Increasing certain business and occupation tax credit, exemption, and filing threshold amounts.",House,1648,H-0389.2,0,0,0,0,B & o tax credit,Bill,B,(McMahan),0,0
1,0,2003-04,HB 1043,1043,,,,,2004-01-12,0,0,HB 1043,"By resolution, reintroduced and retained in present status.",0,H Education,0,0,2003-01-14,AN ACT Relating to state mandates on school districts;,0,Declaring that unfunded state requirements imposed by the state on school districts are not mandatory.,House,1648,H-0495.1,0,0,0,0,State mandates on school dis,Bill,B,(McMahan),1,0
1,0,2003-04,HB 1044,1044,,,,,2004-01-12,0,0,HB 1044,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,2003-01-14,AN ACT Relating to providing tax relief for senior citizens and persons retired because of physical disability;,1,Providing tax relief for senior citizens and persons retired because of physical disability.,House,1648,H-0522.1,0,0,0,0,Seniors/disabled prprty tax,Bill,B,(McMahan),1,0
1,0,2003-04,HB 1045,1045,,2003-04,SB 5433,SRules X,2003-04-18,0,0,HB 1045,Effective date 7/27/2003.,0,C 60 L 03,0,0,2003-01-14,AN ACT Relating to water-sewer district bidding provisions;,0,Modifying water-sewer district bidding provisions.,House,3478,H-0018.1,0,0,0,0,Water-sewer district bidding,Bill,B,(Miloscia),0,0
1,0,2003-04,HB 1046,1046,,2003-04,SB 5432,SRules X,2004-01-12,0,0,HB 1046,"By resolution, reintroduced and retained in present status.",0,H Local Gov.,0,0,2003-01-14,AN ACT Relating to the sale of property by water-sewer districts;,0,Modifying the sale of real property by water-sewer districts.,House,3478,H-0017.1,0,0,0,0,Water-sewer dstrct property,Bill,B,(Miloscia),0,0
1,0,2003-04,HB 1047,1047,,2003-04,SB 5069,SRules X,2004-01-12,0,0,HB 1047,"By resolution, reintroduced and retained in present status.",0,H Local Gov.,0,0,2003-01-14,AN ACT Relating to assumptions of water-sewer districts by cities and towns;,0,Modifying procedures for assumptions of water-sewer districts by cities or towns.,House,3478,H-0026.1,0,0,0,0,Water-sewer dstrct assmptns,Bill,B,(Miloscia),0,0
1,0,2003-04,HB 1048,1048,,,,,2004-01-12,0,0,HB 1048,"By resolution, reintroduced and retained in present status.",0,H Local Gov.,0,0,2003-01-14,AN ACT Relating to the state building code;,1,Modifying certain state building codes that are adopted by reference.,House,2150,H-0059.2,0,0,0,0,State building codes,Bill,B,(Cooper),1,0
1,0,2003-04,HB 1049,1049,,,,,2004-01-12,0,0,HB 1049,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,2003-01-14,AN ACT Relating to sales and use tax exemptions for medical equipment;,0,Providing sales and use tax exemptions for medical equipment.,House,7240,H-0139.1,0,0,0,0,Medical equipment,Bill,B,(Sullivan),0,0
1,0,2003-04,HB 1050,1050,,2003-04,SB 5819,Ssubst for,2004-01-12,0,0,HB 1050,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2003-01-14,"AN ACT Relating to operation of a vehicle, railroad, street car, vessel, or aircraft involved in a fatality;",1,"Expanding implied consent to operation of a vehicle, railroad, street car, vessel, or aircraft involved in a fatality.",House,7671,H-0182.3,0,0,0,0,Vehicle fatality,Bill,B,(Nixon),1,0
1,0,2003-04,HB 1051,1051,,2003-04,SB 5820,SJudiciary,2004-01-12,0,0,HB 1051,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2003-01-14,AN ACT Relating to protecting persons who provide volunteer emergency care;,0,Limiting the liability of volunteer providers of emergency or medical services.,House,7671,H-0444.1,0,0,0,0,Emergency care volunteers,Bill,B,(Nixon),0,0
1,0,2003-04,HB 1052,1052,,2003-04,SB 5816,SJudiciary,2003-04-10,0,0,HB 1052,Effective date 7/27/2003.,0,C 11 L 03,0,0,2003-01-14,AN ACT Relating to protecting persons who provide volunteer emergency services;,0,Limiting the liability of certain persons who provide volunteer emergency repairs.,House,7671,H-0445.1,0,0,0,0,Emergency repair volunteers,Bill,B,(Nixon),0,0
0,0,2003-04,HB 1053,1053,,2003-04,SB 5311,SGovt Op & El,2003-01-29,0,0,HB 1053,1st substitute bill substituted.,0,H subst for,0,0,2003-01-14,AN ACT Relating to government accountability;,0,Enhancing government accountability.,House,3478,H-0646.1,0,0,0,0,Government accountability,Bill,B,(Miloscia),1,0
1,0,2003-04,3ESHB 1053,1053,,,,,2004-03-12,0,1,3ESHB 1053,Returned to House Rules 3.,0,H Rules 3C,0,3,2003-01-23,AN ACT Relating to government accountability;,0,Enhancing government accountability.,House,3478,H-0959.2,0,0,0,0,Government accountability,Bill,B,(Miloscia),1,1
